"date","inflation","inflation.expectations","interest","gdp.log"
2014-09-30,1.59680850781498,2.20221615578692,2.5,12.9904854741553
2014-12-31,2.39282867101899,2.17752739977689,2.5,12.9941753975738
2015-03-31,2.39282867101899,2.14594508224076,2.25,13.0025613048641
2015-06-30,2.39282867101899,2.12395217578077,2,13.0043025531683
2015-09-30,1.19820359191935,2.10037608142256,2,13.0148538876882
2015-12-31,2.39282867101899,2.08169537879959,2,13.0206030399873
2016-03-31,0.799201065069223,2.06943407445157,2,13.0290961094339
2016-06-30,1.99501660441559,2.04890215208243,1.75,13.0362279802687
2016-09-30,1.19820359191935,2.02578974638669,1.5,13.0373761322951
2016-12-31,1.59680850781498,1.99609471048004,1.5,13.0473531521889
2017-03-31,1.99501660441559,1.95774698434367,1.5,13.0501195128757
2017-06-30,1.99501660441559,1.91367973514681,1.5,13.056945536445
2017-09-30,1.59680850781498,1.88449492099,1.5,13.0666920925339
2017-12-31,1.59680850781498,1.83218271743789,1.5,13.0715394465327
2018-03-31,1.99501660441559,1.78410359659526,1.5,13.0805450533793
2018-06-30,1.59680850781498,1.74456471168053,1.5,13.0892346304864
2018-09-30,1.59680850781498,1.71712726703421,1.5,13.0929119094023
2018-12-31,1.59680850781498,1.69759533024589,1.5,13.0947742740317
2019-03-31,1.19820359191935,1.70162986449733,1.5,13.0997332364563
2019-06-30,1.59680850781498,1.69203346695776,1.28,13.1062035072048
2019-09-30,1.59680850781498,1.68134951806512,1,13.1122605149188
2019-12-31,1.59680850781498,1.67268022741347,0.75,13.116186338722
2020-03-31,1.99501660441559,1.65375168616871,0.43,13.1133892299291
2020-06-30,0,1.63216697656477,0.25,13.0405240567878
2020-09-30,1.19820359191935,1.606447764131,0.25,13.0732634652679
